Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region,Total_discount_impact,Claim_Ratio
29,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2350,0,0,0,0,Online,24,0,3,5,1,99,658,50,Urban,100,0.0,0.0
35,0,Married,86,<1 year,100,0,1,0,Full Coverage,0,2436,0,0,0,0,Agent,2,0,7,4,3,99,690,50,Suburban,50,0.0,0.0
28,0,Married,86,1-5 years,50,2,2,400,Full Coverage,0,2736,0,0,0,0,Online,30,1,6,2,2,1,735,-50,Urban,100,0.0,0.14619883040935672
66,1,Single,0,>5 years,0,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,15,0,6,4,2,99,739,-50,Urban,100,0.0,0.0
27,0,Married,86,1-5 years,50,0,1,0,Liability-Only,-200,1986,1,0,0,50,Online,11,0,8,0,1,99,744,-50,Rural,0,0.025176233635448138,0.0
31,0,Widowed,0,1-5 years,50,0,1,0,Liability-Only,-200,2000,0,0,1,50,Online,20,1,7,1,3,7,707,-50,Urban,100,0.025,0.0
43,0,Married,86,1-5 years,50,2,1,200,Liability-Only,-200,2286,0,0,0,0,Referral,24,1,6,3,1,5,758,-50,Suburban,50,0.0,0.08748906386701662
21,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2136,0,0,0,0,Referral,10,1,6,2,2,11,767,-50,Suburban,50,0.0,0.023408239700374533
34,0,Single,0,<1 year,100,0,2,0,Liability-Only,-200,2050,0,0,0,0,Referral,7,1,8,1,3,13,729,-50,Suburban,50,0.0,0.0
44,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,0,0,0,Agent,27,1,9,2,1,10,704,-50,Suburban,50,0.0,0.0
35,0,Married,86,1-5 years,50,2,2,400,Liability-Only,-200,2486,0,0,0,0,Online,3,1,10,3,3,4,701,-50,Suburban,50,0.0,0.16090104585679807
38,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1900,0,1,0,50,Online,10,0,3,3,3,99,803,-50,Suburban,50,0.02631578947368421,0.0
32,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2300,0,1,0,50,Online,27,1,3,4,3,13,677,50,Urban,100,0.021739130434782608,0.021739130434782608
18,0,Single,0,1-5 years,50,2,1,200,Full Coverage,0,2500,0,0,1,50,Online,5,1,9,3,2,6,671,50,Urban,100,0.02,0.08
44,0,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2136,1,0,0,50,Agent,12,0,5,2,3,99,676,50,Urban,100,0.023408239700374533,0.0
66,1,Single,0,>5 years,0,0,0,0,Full Coverage,0,2200,0,1,0,50,Online,2,1,6,3,1,11,699,50,Suburban,50,0.022727272727272728,0.0
40,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,0,1,50,Agent,30,0,3,0,3,99,780,-50,Suburban,50,0.022872827081427266,0.0
43,0,Married,86,<1 year,100,1,1,100,Liability-Only,-200,2286,0,0,0,0,Online,11,1,1,2,1,12,713,-50,Urban,100,0.0,0.04374453193350831
50,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2200,1,1,0,100,Online,29,0,0,1,2,99,706,-50,Urban,100,0.045454545454545456,0.022727272727272728
20,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2286,0,0,0,0,Online,30,1,6,4,3,1,681,50,Suburban,50,0.0,0.021872265966754154
65,1,Married,86,1-5 years,50,2,0,100,Full Coverage,0,2286,1,0,0,50,Agent,27,0,2,1,3,99,766,-50,Rural,0,0.021872265966754154,0.04374453193350831
43,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,0,1,0,50,Agent,24,1,4,2,3,5,748,-50,Urban,100,0.023408239700374533,0.0
64,1,Single,0,1-5 years,50,1,0,50,Liability-Only,-200,2100,1,0,0,50,Online,11,1,6,2,1,6,677,50,Suburban,50,0.023809523809523808,0.023809523809523808
29,0,Widowed,0,1-5 years,50,0,0,0,Liability-Only,-200,2150,0,0,0,0,Online,16,0,8,0,2,99,689,50,Urban,100,0.0,0.0
67,1,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2250,0,1,0,50,Referral,15,0,6,1,2,99,770,-50,Urban,100,0.022222222222222223,0.022222222222222223
51,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2286,0,1,0,50,Referral,13,0,3,1,1,99,833,-50,Urban,100,0.021872265966754154,0.0
48,0,Single,0,1-5 years,50,1,1,100,Full Coverage,0,2350,0,0,0,0,Agent,1,1,6,2,3,7,783,-50,Urban,100,0.0,0.0425531914893617
43,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2150,1,0,0,50,Online,5,1,6,2,2,3,763,-50,Urban,100,0.023255813953488372,0.0
36,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,0,0,0,0,Agent,30,0,3,3,3,99,748,-50,Urban,100,0.0,0.0
58,1,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2086,0,1,0,50,Online,18,1,7,1,3,14,766,-50,Urban,100,0.023969319271332695,0.023969319271332695
42,0,Married,86,>5 years,0,1,1,100,Liability-Only,-200,2136,1,0,0,50,Agent,18,1,4,2,3,7,719,-50,Urban,100,0.023408239700374533,0.04681647940074907
18,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2086,0,1,0,50,Online,17,0,4,2,2,99,751,-50,Suburban,50,0.023969319271332695,0.023969319271332695
23,0,Divorced,0,1-5 years,50,1,0,50,Full Coverage,0,2250,0,1,0,50,Online,26,0,2,0,1,99,696,50,Rural,0,0.022222222222222223,0.022222222222222223
37,0,Married,86,<1 year,100,0,2,0,Liability-Only,-200,2136,0,1,0,50,Online,9,1,8,2,2,12,693,50,Rural,0,0.023408239700374533,0.0
44,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2236,0,0,0,0,Agent,5,0,8,2,3,99,708,-50,Suburban,50,0.0,0.0
39,0,Widowed,0,<1 year,100,0,1,0,Liability-Only,-200,2000,0,1,0,50,Online,3,1,2,2,3,12,757,-50,Suburban,50,0.025,0.0
58,1,Divorced,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,0,0,0,Agent,7,1,4,0,3,2,743,-50,Suburban,50,0.0,0.0
18,0,Single,0,1-5 years,50,2,0,100,Full Coverage,0,2300,0,0,0,0,Online,23,0,6,0,1,99,741,-50,Suburban,50,0.0,0.043478260869565216
42,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2236,1,0,0,50,Online,27,0,7,3,3,99,699,50,Rural,0,0.022361359570661897,0.0
18,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2486,0,0,0,0,Agent,8,1,2,3,2,3,690,50,Urban,100,0.0,0.02011263073209976
51,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2236,1,0,0,50,Online,1,0,2,1,3,99,621,50,Rural,0,0.022361359570661897,0.0
38,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,1,0,50,Referral,7,0,4,3,3,99,747,-50,Urban,100,0.021872265966754154,0.0
46,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,1,0,50,Online,3,0,5,3,1,99,746,-50,Suburban,50,0.022361359570661897,0.0
27,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2350,0,0,0,0,Online,9,1,3,2,3,1,672,50,Urban,100,0.0,0.0
59,1,Married,86,>5 years,0,1,1,100,Full Coverage,0,2386,0,0,0,0,Agent,26,0,5,2,1,99,701,-50,Urban,100,0.0,0.041911148365465216
55,1,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2386,0,0,0,0,Referral,2,0,3,1,3,99,742,-50,Urban,100,0.0,0.020955574182732608
48,0,Married,86,>5 years,0,0,1,0,Full Coverage,0,2236,0,0,0,0,Referral,28,0,3,2,3,99,750,-50,Suburban,50,0.0,0.0
38,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,20,1,6,5,1,3,742,-50,Urban,100,0.0,0.0
48,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2150,0,1,0,50,Online,26,0,1,1,2,99,717,-50,Suburban,50,0.023255813953488372,0.023255813953488372
29,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,14,1,4,3,2,9,737,-50,Suburban,50,0.0,0.0
52,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,1,0,50,Agent,2,1,6,3,2,13,715,-50,Suburban,50,0.022361359570661897,0.0
64,1,Married,86,<1 year,100,0,0,0,Full Coverage,0,2436,0,0,1,50,Online,26,0,5,0,2,99,626,50,Urban,100,0.020525451559934318,0.0
56,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2086,0,0,0,0,Online,20,1,2,1,3,2,676,50,Rural,0,0.0,0.0
29,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2336,0,1,0,50,Agent,21,0,3,2,1,99,663,50,Urban,100,0.021404109589041095,0.0
45,0,Divorced,0,>5 years,0,0,0,0,Full Coverage,0,2100,0,0,0,0,Agent,27,1,3,5,3,9,769,-50,Rural,0,0.0,0.0
20,0,Single,0,1-5 years,50,1,2,200,Full Coverage,0,2250,1,1,0,100,Referral,19,1,3,2,2,12,761,-50,Rural,0,0.044444444444444446,0.08888888888888889
48,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2300,1,0,0,50,Online,14,0,6,1,1,99,675,50,Suburban,50,0.021739130434782608,0.021739130434782608
46,0,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2100,0,1,1,100,Online,24,1,6,3,3,13,715,-50,Urban,100,0.047619047619047616,0.0
18,0,Single,0,<1 year,100,2,0,100,Liability-Only,-200,2150,1,1,0,100,Online,15,0,3,2,1,99,665,50,Suburban,50,0.046511627906976744,0.046511627906976744
22,0,Married,86,>5 years,0,2,0,100,Full Coverage,0,2386,0,0,0,0,Online,4,0,5,2,1,99,684,50,Rural,0,0.0,0.041911148365465216
35,0,Widowed,0,1-5 years,50,0,0,0,Liability-Only,-200,2050,0,1,0,50,Online,14,0,4,1,1,99,629,50,Suburban,50,0.024390243902439025,0.0
35,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2436,0,0,0,0,Online,3,1,7,1,1,5,699,50,Urban,100,0.0,0.0
21,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2150,1,0,1,100,Online,9,1,1,0,1,8,723,-50,Urban,100,0.046511627906976744,0.023255813953488372
45,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2136,0,1,0,50,Online,20,1,4,1,3,3,744,-50,Suburban,50,0.023408239700374533,0.023408239700374533
43,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2286,1,0,0,50,Online,2,0,7,1,1,99,716,-50,Suburban,50,0.021872265966754154,0.021872265966754154
37,0,Single,0,>5 years,0,1,0,50,Liability-Only,-200,2000,0,0,0,0,Online,5,1,2,1,1,6,801,-50,Suburban,50,0.0,0.025
28,0,Married,86,1-5 years,50,1,1,100,Liability-Only,-200,2186,1,0,0,50,Online,25,0,9,3,2,99,743,-50,Urban,100,0.022872827081427266,0.04574565416285453
55,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,1986,0,0,1,50,Online,9,1,5,2,3,13,750,-50,Suburban,50,0.025176233635448138,0.0
64,1,Married,86,>5 years,0,2,0,100,Full Coverage,0,2386,0,0,1,50,Online,12,1,5,1,1,5,687,50,Suburban,50,0.020955574182732608,0.041911148365465216
32,0,Married,86,<1 year,100,2,1,200,Full Coverage,0,2536,0,1,0,50,Online,10,1,4,2,2,3,711,-50,Urban,100,0.01971608832807571,0.07886435331230283
30,0,Widowed,0,1-5 years,50,0,0,0,Full Coverage,0,2150,1,0,0,50,Agent,2,1,5,1,1,8,739,-50,Suburban,50,0.023255813953488372,0.0
47,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,0,0,0,0,Online,17,1,6,2,2,4,720,-50,Suburban,50,0.0,0.0
34,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,1,1,0,100,Agent,23,0,3,2,2,99,715,-50,Urban,100,0.04911591355599214,0.0
37,0,Married,86,1-5 years,50,1,1,100,Full Coverage,0,2436,0,0,0,0,Agent,15,1,7,6,1,7,721,-50,Urban,100,0.0,0.041050903119868636
51,0,Divorced,0,>5 years,0,2,1,200,Full Coverage,0,2450,0,1,0,50,Agent,15,1,5,3,1,1,648,50,Urban,100,0.02040816326530612,0.08163265306122448
18,0,Married,86,<1 year,100,2,0,100,Full Coverage,0,2536,1,0,0,50,Online,2,1,10,1,2,3,664,50,Urban,100,0.01971608832807571,0.03943217665615142
59,1,Married,86,1-5 years,50,2,0,100,Full Coverage,0,2336,1,0,0,50,Online,6,1,3,1,2,14,744,-50,Suburban,50,0.021404109589041095,0.04280821917808219
41,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2186,0,0,0,0,Online,30,1,8,2,3,4,720,-50,Suburban,50,0.0,0.022872827081427266
33,0,Divorced,0,<1 year,100,0,0,0,Liability-Only,-200,2050,1,0,0,50,Agent,26,0,3,4,2,99,753,-50,Urban,100,0.024390243902439025,0.0
38,0,Married,86,1-5 years,50,2,0,100,Full Coverage,0,2436,0,1,1,100,Referral,10,0,9,2,2,99,666,50,Urban,100,0.041050903119868636,0.041050903119868636
39,0,Married,86,>5 years,0,0,1,0,Liability-Only,-200,2036,0,0,0,0,Online,3,1,7,2,2,13,715,-50,Suburban,50,0.0,0.0
18,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2486,1,0,0,50,Agent,13,0,4,2,3,99,688,50,Urban,100,0.02011263073209976,0.02011263073209976
62,1,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,1,0,50,Agent,30,0,4,2,1,99,791,-50,Suburban,50,0.022361359570661897,0.0
40,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2100,1,0,0,50,Agent,20,1,7,2,1,10,721,-50,Rural,0,0.023809523809523808,0.0
46,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2136,1,0,0,50,Agent,20,1,4,1,1,11,756,-50,Urban,100,0.023408239700374533,0.023408239700374533
54,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,0,0,0,0,Online,19,1,3,1,1,11,769,-50,Rural,0,0.0,0.0
24,0,Married,86,>5 years,0,0,1,0,Full Coverage,0,2286,0,0,0,0,Agent,11,1,2,1,3,8,754,-50,Urban,100,0.0,0.0
47,0,Married,86,1-5 years,50,1,2,200,Full Coverage,0,2436,0,0,0,0,Online,28,1,4,0,1,3,749,-50,Rural,0,0.0,0.08210180623973727
35,0,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,0,0,0,Agent,23,0,3,2,3,99,755,-50,Urban,100,0.0,0.0
52,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2350,0,0,0,0,Online,12,0,7,1,1,99,699,50,Urban,100,0.0,0.0
18,0,Married,86,1-5 years,50,0,1,0,Liability-Only,-200,1986,1,1,0,100,Online,26,1,2,3,2,6,750,-50,Suburban,50,0.050352467270896276,0.0
38,0,Married,86,<1 year,100,0,1,0,Full Coverage,0,2236,0,1,1,100,Online,27,0,6,1,3,99,754,-50,Suburban,50,0.044722719141323794,0.0
30,0,Married,86,<1 year,100,0,2,0,Liability-Only,-200,2186,0,0,0,0,Online,15,0,4,2,1,99,761,-50,Urban,100,0.0,0.0
46,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,0,0,0,Online,27,0,6,1,3,99,753,-50,Urban,100,0.0,0.0
47,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,1,0,50,Online,22,1,7,1,3,3,627,50,Suburban,50,0.021739130434782608,0.0
29,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2436,0,1,0,50,Online,24,1,3,3,2,4,673,50,Urban,100,0.020525451559934318,0.020525451559934318
29,0,Single,0,1-5 years,50,2,0,100,Full Coverage,0,2300,0,1,0,50,Online,21,0,7,0,3,99,723,-50,Urban,100,0.021739130434782608,0.043478260869565216
38,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2150,0,1,0,50,Agent,1,0,3,5,1,99,717,-50,Suburban,50,0.023255813953488372,0.0
26,0,Widowed,0,>5 years,0,2,1,200,Full Coverage,0,2400,0,0,0,0,Online,21,0,7,3,1,99,785,-50,Urban,100,0.0,0.08333333333333333
52,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2286,0,0,1,50,Agent,23,1,4,0,3,2,763,-50,Urban,100,0.021872265966754154,0.0
34,0,Married,86,>5 years,0,0,0,0,Liability-Only,-200,1986,1,1,0,100,Online,22,1,2,1,2,9,740,-50,Urban,100,0.050352467270896276,0.0
18,0,Married,86,1-5 years,50,2,1,200,Full Coverage,0,2586,0,1,0,50,Online,18,0,7,0,3,99,660,50,Urban,100,0.019334880123743233,0.07733952049497293
34,0,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2350,0,1,0,50,Online,26,0,7,0,3,99,645,50,Urban,100,0.02127659574468085,0.0
24,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,1,0,50,Online,18,1,6,3,2,8,663,50,Rural,0,0.022727272727272728,0.0
18,0,Single,0,<1 year,100,1,1,100,Full Coverage,0,2350,0,0,0,0,Online,29,0,5,0,2,99,795,-50,Suburban,50,0.0,0.0425531914893617
21,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2136,0,0,0,0,Online,7,1,10,3,1,9,724,-50,Rural,0,0.0,0.023408239700374533
41,0,Married,86,<1 year,100,1,1,100,Full Coverage,0,2386,1,0,0,50,Online,15,0,3,1,3,99,752,-50,Suburban,50,0.020955574182732608,0.041911148365465216
59,1,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2136,0,0,0,0,Online,1,1,4,1,1,14,747,-50,Suburban,50,0.0,0.023408239700374533
44,0,Single,0,1-5 years,50,1,2,200,Full Coverage,0,2500,0,0,0,0,Agent,1,1,7,4,3,6,614,50,Suburban,50,0.0,0.08
30,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2286,0,0,0,0,Agent,18,0,7,0,1,99,772,-50,Rural,0,0.0,0.021872265966754154
46,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2286,1,1,0,100,Online,18,0,6,2,3,99,701,-50,Urban,100,0.04374453193350831,0.0
33,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2200,0,0,0,0,Online,9,0,5,3,2,99,703,-50,Suburban,50,0.0,0.0
29,0,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2186,0,1,0,50,Agent,17,1,1,0,3,14,635,50,Urban,100,0.022872827081427266,0.0
22,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,0,1,50,Online,11,0,3,3,1,99,736,-50,Suburban,50,0.022361359570661897,0.0
18,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,1986,1,1,0,100,Online,15,1,5,2,3,12,818,-50,Suburban,50,0.050352467270896276,0.0
34,0,Divorced,0,1-5 years,50,0,2,0,Full Coverage,0,2150,1,0,0,50,Online,12,1,4,5,2,9,798,-50,Suburban,50,0.023255813953488372,0.0
42,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2150,0,0,0,0,Online,21,1,9,2,2,14,710,-50,Rural,0,0.0,0.0
38,0,Widowed,0,1-5 years,50,0,0,0,Full Coverage,0,2300,0,0,0,0,Agent,5,1,1,1,3,4,681,50,Suburban,50,0.0,0.0
33,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,0,0,1,50,Online,6,0,4,4,2,99,649,50,Urban,100,0.020955574182732608,0.0
25,0,Widowed,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,0,0,0,Referral,20,1,6,3,1,12,741,-50,Urban,100,0.0,0.0
49,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,0,1,50,Online,12,1,4,3,2,8,781,-50,Urban,100,0.022727272727272728,0.0
20,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2400,0,0,0,0,Referral,3,1,5,3,2,2,691,50,Urban,100,0.0,0.020833333333333332
51,0,Widowed,0,<1 year,100,1,0,50,Full Coverage,0,2300,0,1,0,50,Agent,9,0,3,2,3,99,758,-50,Urban,100,0.021739130434782608,0.021739130434782608
24,0,Married,86,1-5 years,50,1,2,200,Full Coverage,0,2436,1,1,0,100,Agent,9,0,5,4,1,99,751,-50,Urban,100,0.041050903119868636,0.08210180623973727
28,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2486,0,0,0,0,Online,8,1,5,1,3,4,682,50,Urban,100,0.0,0.02011263073209976
18,0,Married,86,<1 year,100,0,2,0,Full Coverage,0,2486,0,0,0,0,Online,11,0,2,6,3,99,664,50,Urban,100,0.0,0.0
32,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2200,0,0,0,0,Online,1,1,4,5,2,10,760,-50,Suburban,50,0.0,0.0
54,0,Single,0,>5 years,0,0,1,0,Full Coverage,0,2150,0,0,0,0,Online,11,1,6,5,1,5,772,-50,Suburban,50,0.0,0.0
47,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,0,0,0,0,Agent,2,1,5,1,3,5,746,-50,Rural,0,0.0,0.0
54,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,0,0,1,50,Agent,3,1,3,6,1,13,686,50,Urban,100,0.020955574182732608,0.0
47,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2386,0,0,0,0,Agent,2,0,6,2,3,99,726,-50,Urban,100,0.0,0.020955574182732608
23,0,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2086,0,0,0,0,Online,10,0,6,2,1,99,757,-50,Suburban,50,0.0,0.0
35,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Online,16,0,7,1,2,99,650,50,Rural,0,0.0,0.022222222222222223
28,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,0,1,0,50,Agent,10,1,4,1,2,11,676,50,Suburban,50,0.021872265966754154,0.0
59,1,Widowed,0,>5 years,0,1,0,50,Liability-Only,-200,2100,1,0,0,50,Online,8,1,8,1,1,11,666,50,Urban,100,0.023809523809523808,0.023809523809523808
22,0,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2136,0,0,1,50,Agent,6,1,4,6,2,14,646,50,Urban,100,0.023408239700374533,0.0
53,0,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2136,0,0,0,0,Online,8,1,6,1,1,10,629,50,Rural,0,0.0,0.0
53,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,1,0,50,Online,4,1,1,2,1,1,748,-50,Urban,100,0.022727272727272728,0.0
67,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2036,1,0,0,50,Online,23,1,5,4,2,2,788,-50,Urban,100,0.02455795677799607,0.0
33,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,1,1,0,100,Agent,28,0,1,1,2,99,703,-50,Urban,100,0.04911591355599214,0.0
50,0,Married,86,>5 years,0,0,1,0,Liability-Only,-200,1986,0,0,1,50,Online,14,1,3,1,1,6,706,-50,Suburban,50,0.025176233635448138,0.0
74,1,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,0,1,0,50,Online,25,1,4,2,2,1,793,-50,Urban,100,0.023408239700374533,0.0
30,0,Widowed,0,1-5 years,50,1,2,200,Full Coverage,0,2450,0,0,0,0,Agent,26,0,5,2,2,99,721,-50,Urban,100,0.0,0.08163265306122448
18,0,Single,0,<1 year,100,1,0,50,Full Coverage,0,2450,0,0,0,0,Online,4,0,7,1,1,99,698,50,Urban,100,0.0,0.02040816326530612
18,0,Married,86,1-5 years,50,2,0,100,Liability-Only,-200,2036,1,1,0,100,Online,2,1,5,5,3,8,702,-50,Rural,0,0.04911591355599214,0.04911591355599214
50,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,0,0,0,Agent,6,0,4,1,3,99,709,-50,Suburban,50,0.0,0.0
18,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2186,0,0,0,0,Agent,12,0,10,3,1,99,699,50,Rural,0,0.0,0.0
34,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,20,1,2,4,3,1,738,-50,Suburban,50,0.0,0.0
46,0,Widowed,0,>5 years,0,0,0,0,Liability-Only,-200,1950,0,0,0,0,Agent,21,0,3,1,1,99,736,-50,Suburban,50,0.0,0.0
42,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2250,0,0,0,0,Agent,13,0,2,4,1,99,761,-50,Urban,100,0.0,0.0
46,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2186,0,1,0,50,Online,26,1,16,3,1,2,706,-50,Urban,100,0.022872827081427266,0.022872827081427266
43,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2336,0,0,0,0,Online,28,0,7,2,1,99,767,-50,Suburban,50,0.0,0.0
59,1,Married,86,>5 years,0,0,0,0,Full Coverage,0,2136,0,1,0,50,Online,15,1,4,0,2,6,744,-50,Rural,0,0.023408239700374533,0.0
25,0,Single,0,>5 years,0,1,0,50,Liability-Only,-200,2150,0,0,0,0,Agent,13,1,3,1,1,6,648,50,Urban,100,0.0,0.023255813953488372
29,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2300,0,1,0,50,Agent,17,1,3,3,3,5,681,50,Suburban,50,0.021739130434782608,0.0
28,0,Married,86,<1 year,100,2,0,100,Full Coverage,0,2436,1,1,0,100,Referral,18,1,8,4,1,11,650,50,Suburban,50,0.041050903119868636,0.041050903119868636
52,0,Widowed,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Agent,24,1,5,2,2,1,739,-50,Urban,100,0.0,0.022222222222222223
53,0,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2036,1,0,0,50,Online,23,0,1,3,3,99,718,-50,Suburban,50,0.02455795677799607,0.02455795677799607
46,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2386,0,0,0,0,Referral,28,1,3,1,2,1,752,-50,Suburban,50,0.0,0.020955574182732608
57,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2136,1,1,0,100,Online,12,1,8,4,2,12,656,50,Urban,100,0.04681647940074907,0.0
22,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,1,0,50,Agent,21,1,7,0,1,3,756,-50,Suburban,50,0.022872827081427266,0.0
65,1,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2136,0,0,0,0,Online,1,1,5,3,3,9,741,-50,Urban,100,0.0,0.0
62,1,Single,0,>5 years,0,0,2,0,Full Coverage,0,2050,0,0,1,50,Agent,10,1,6,3,3,10,804,-50,Rural,0,0.024390243902439025,0.0
51,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2086,0,0,0,0,Agent,2,1,4,0,2,11,732,-50,Suburban,50,0.0,0.0
66,1,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2486,0,0,0,0,Online,21,0,5,4,2,99,696,50,Urban,100,0.0,0.02011263073209976
18,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2250,0,0,0,0,Agent,11,1,1,3,1,1,673,50,Rural,0,0.0,0.0
